name,acronym,AP_location,DV_location,ML_location,avIndex
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.35,1.8,955
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.24,1.8,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.32,1.95,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,6.16,-1.89,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.52,-1.67,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.62,-1.64,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.39,-1.61,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.65,-1.58,955
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.46,-1.56,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.28,-1.53,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.59,-1.53,955
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.99,-1.48,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.83,-1.47,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.22,-1.47,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.91,-1.44,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.79,-1.43,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.1,-1.39,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.6,-1.34,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.07,-1.34,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.44,-1.32,955
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.82,-1.33,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.87,-1.33,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.54,-1.32,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.66,-1.29,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.52,-1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.28,-1.28,987
Intermediate reticular nucleus,IRN,-7.24,6.89,-1.27,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.42,-1.24,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.93,-1.22,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.96,-1.18,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.14,-1.19,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.84,-1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.43,-1.15,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.62,-1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.54,-1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.26,-1.12,987
Intermediate reticular nucleus,IRN,-7.24,6.31,-1.12,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.52,-1.05,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.65,-1.09,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.11,-1.07,987
Lateral reticular nucleus magnocellular part,LRNm,-7.24,7.11,-1.06,983
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.89,-1.05,987
Medulla,MY,-7.24,7.45,-1.05,936
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.62,-1,987
Intermediate reticular nucleus,IRN,-7.24,6.21,-0.98,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.62,-0.96,987
Intermediate reticular nucleus,IRN,-7.24,6.11,-0.96,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.93,-0.95,987
Cuneate nucleus,CU,-7.24,5.32,-0.93,945
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.67,-0.93,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.51,-0.91,987
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.53,-0.91,988
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.63,-0.91,987
Intermediate reticular nucleus,IRN,-7.24,6.39,-0.91,979
Intermediate reticular nucleus,IRN,-7.24,6.31,-0.9,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.75,-0.89,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.55,-0.86,987
Intermediate reticular nucleus,IRN,-7.24,6.16,-0.86,979
Medulla,MY,-7.24,7.45,-0.83,936
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.8,-0.83,987
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.45,-0.83,988
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.37,-0.82,988
Nucleus of the solitary tract,NTS,-7.24,5.39,-0.79,949
Cuneate nucleus,CU,-7.24,5.21,-0.77,945
Intermediate reticular nucleus,IRN,-7.24,6.12,-0.76,979
Nucleus of the solitary tract,NTS,-7.24,5.4,-0.74,949
Medulla,MY,-7.24,5.53,-0.74,936
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.62,-0.74,987
Cuneate nucleus,CU,-7.24,5.24,-0.73,945
Intermediate reticular nucleus,IRN,-7.24,5.79,-0.69,979
Nucleus of the solitary tract,NTS,-7.24,5.33,-0.68,949
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.51,-0.66,988
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.34,-0.64,988
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.44,-0.64,988
Medulla,MY,-7.24,6.92,-0.65,936
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.08,-0.6,988
Intermediate reticular nucleus,IRN,-7.24,5.66,-0.56,979
Intermediate reticular nucleus,IRN,-7.24,5.86,-0.57,979
Intermediate reticular nucleus,IRN,-7.24,5.77,-0.55,979
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.17,-0.52,988
Medullary reticular nucleus ventral part,MDRNv,-7.24,5.94,-0.45,988
Medulla,MY,-7.24,6.69,-0.42,936
Medulla,MY,-7.24,6.61,-0.39,936
Medulla,MY,-7.24,6.48,-0.31,936
Medulla,MY,-7.24,6.49,-0.24,936
Medulla,MY,-7.24,6.38,-0.23,936
Medulla,MY,-7.24,6.08,-0.1,936
Nucleus raphe pallidus,RPA,-7.24,7.11,-0.02,1013
Nucleus raphe pallidus,RPA,-7.24,7.01,0.01,1013
Nucleus raphe pallidus,RPA,-7.24,7.08,0.02,1013
Nucleus raphe obscurus,RO,-7.24,6.51,0.02,1014
Medulla,MY,-7.24,6.61,0.03,936
Nucleus raphe pallidus,RPA,-7.24,7.15,0.05,1013
Medulla,MY,-7.24,6.35,0.07,936
Medulla,MY,-7.24,6.15,0.09,936
Medulla,MY,-7.24,6.13,0.15,936
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.12,0.22,988
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.32,0.31,988
Medulla,MY,-7.24,6.66,0.42,936
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.48,0.5,988
Intermediate reticular nucleus,IRN,-7.24,5.7,0.57,979
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.48,0.57,988
Medulla,MY,-7.24,6.84,0.58,936
Medulla,MY,-7.24,5.54,0.63,936
Intermediate reticular nucleus,IRN,-7.24,5.69,0.66,979
Nucleus of the solitary tract,NTS,-7.24,5.38,0.71,949
Nucleus of the solitary tract,NTS,-7.24,5.52,0.72,949
Intermediate reticular nucleus,IRN,-7.24,5.85,0.72,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.57,0.75,987
Medullary reticular nucleus ventral part,MDRNv,-7.24,6.31,0.76,988
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.56,0.79,987
Nucleus of the solitary tract,NTS,-7.24,5.45,0.8,949
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.7,0.82,987
Intermediate reticular nucleus,IRN,-7.24,5.9,0.82,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.54,0.86,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.59,0.86,987
Intermediate reticular nucleus,IRN,-7.24,6.02,0.88,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.52,0.9,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.61,0.9,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.73,0.92,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.93,0.94,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.99,0.95,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.78,1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.89,0.99,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.61,1.01,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.69,1.07,987
Intermediate reticular nucleus,IRN,-7.24,6.25,1.06,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.86,1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.13,1.07,987
Intermediate reticular nucleus,IRN,-7.24,6.41,1.09,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.92,1.11,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.46,1.15,987
Intermediate reticular nucleus,IRN,-7.24,6.76,1.16,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.51,1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.01,1.17,987
Intermediate reticular nucleus,IRN,-7.24,6.89,1.18,979
Medulla,MY,-7.24,5.35,1.19,936
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.16,1.18,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.26,1.19,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.54,1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.66,1.29,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.96,1.27,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.46,1.28,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.17,1.28,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.36,1.3,955
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.6,1.33,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.83,1.33,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.05,1.33,987
Intermediate reticular nucleus,IRN,-7.24,6.75,1.34,979
Medullary reticular nucleus dorsal part,MDRNd,-7.24,6.33,1.39,987
Medullary reticular nucleus dorsal part,MDRNd,-7.24,5.95,1.4,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.21,1.42,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.65,1.44,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.55,1.46,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.69,1.47,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.59,1.48,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.68,1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.61,1.57,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.75,1.57,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.99,1.57,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.13,1.6,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.91,1.63,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.7,1.64,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.54,1.66,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,6,1.66,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.55,1.71,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,5.26,1.72,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.24,6.72,1.77,955
Paratrigeminal nucleus,Pa5,-7.24,5.22,1.85,963
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.73,-1.66,955
Medulla,MY,-7.32,5.08,-1.58,936
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.25,-1.58,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.52,-1.49,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.41,-1.48,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.38,-1.46,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.98,-1.45,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.52,-1.44,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.4,-1.44,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.43,-1.4,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.49,-1.38,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.74,-1.33,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.56,-1.31,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.5,-1.28,955
Medulla,MY,-7.32,5.14,-1.27,936
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.42,-1.26,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.58,-1.25,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.64,-1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.01,-1.24,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.47,-1.22,987
Medulla,MY,-7.32,5.15,-1.21,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.91,-1.2,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.53,-1.19,987
Medulla,MY,-7.32,5.36,-1.18,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.49,-1.18,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.07,-1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.62,-1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.69,-1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.45,-1.13,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.28,-1.13,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.57,-1.11,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.98,-1.05,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.69,-1.04,987
Intermediate reticular nucleus,IRN,-7.32,6.49,-1.03,979
Medulla,MY,-7.32,7.45,-1.03,936
Medulla,MY,-7.32,5.42,-1.02,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.5,-1.02,987
Intermediate reticular nucleus,IRN,-7.32,6.3,-1.02,979
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.62,-1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.67,-0.99,987
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.71,-0.99,988
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.98,-0.98,987
Medulla,MY,-7.32,5.43,-0.97,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.5,-0.96,987
Medulla,MY,-7.32,5.47,-0.92,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.63,-0.93,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.7,-0.89,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.74,-0.85,987
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.65,-0.85,988
Medulla,MY,-7.32,5.5,-0.83,936
Medulla,MY,-7.32,5.45,-0.81,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.62,-0.79,987
Nucleus of the solitary tract,NTS,-7.32,5.49,-0.74,949
Intermediate reticular nucleus,IRN,-7.32,6.13,-0.74,979
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.59,-0.71,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.69,-0.7,987
Nucleus of the solitary tract,NTS,-7.32,5.46,-0.67,949
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.72,-0.67,987
Nucleus of the solitary tract,NTS,-7.32,5.37,-0.63,949
Medulla,MY,-7.32,7.02,-0.64,936
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.3,-0.62,988
Cuneate nucleus,CU,-7.32,5.17,-0.62,945
Intermediate reticular nucleus,IRN,-7.32,5.84,-0.62,979
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.44,-0.62,988
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.44,-0.53,988
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.12,-0.51,988
Medullary reticular nucleus ventral part,MDRNv,-7.32,5.98,-0.4,988
Nucleus of the solitary tract,NTS,-7.32,5.23,-0.38,949
Medulla,MY,-7.32,6.85,-0.3,936
Medulla,MY,-7.32,6.31,-0.03,936
Medulla,MY,-7.32,6.68,0,936
Nucleus raphe pallidus,RPA,-7.32,7.08,0,1013
Nucleus raphe pallidus,RPA,-7.32,7.03,0.02,1013
Medulla,MY,-7.32,6.26,0.03,936
Medulla,MY,-7.32,6.06,0.04,936
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.1,0.21,988
Medulla,MY,-7.32,6.75,0.24,936
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.43,0.46,988
Medulla,MY,-7.32,5.57,0.47,936
Intermediate reticular nucleus,IRN,-7.32,5.89,0.48,979
Dorsal motor nucleus of the vagus nerve,DMX,-7.32,5.5,0.52,974
Intermediate reticular nucleus,IRN,-7.32,5.78,0.52,979
Medulla,MY,-7.32,6.82,0.57,936
Medulla,MY,-7.32,5.51,0.6,936
Nucleus of the solitary tract,NTS,-7.32,5.43,0.63,949
Intermediate reticular nucleus,IRN,-7.32,5.98,0.63,979
Intermediate reticular nucleus,IRN,-7.32,5.78,0.65,979
Nucleus of the solitary tract,NTS,-7.32,5.53,0.7,949
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.65,0.68,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.71,0.71,987
Medulla,MY,-7.32,5.52,0.78,936
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.64,0.78,987
Intermediate reticular nucleus,IRN,-7.32,6.19,0.8,979
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.59,0.83,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.66,0.84,987
Intermediate reticular nucleus,IRN,-7.32,6.25,0.85,979
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.46,0.86,988
Medulla,MY,-7.32,7.42,0.89,936
Medullary reticular nucleus ventral part,MDRNv,-7.32,6.74,0.9,988
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.53,0.96,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.64,1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.75,0.99,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.57,1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.79,1.02,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.49,1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.71,1.06,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.14,1.06,987
Intermediate reticular nucleus,IRN,-7.32,6.36,1.06,979
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.59,1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6,1.12,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.89,1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.8,1.16,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.57,1.18,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.45,1.19,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.36,1.21,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.07,1.22,987
Intermediate reticular nucleus,IRN,-7.32,6.57,1.21,979
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.49,1.22,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.62,1.22,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.44,1.24,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.79,1.24,987
Intermediate reticular nucleus,IRN,-7.32,6.76,1.24,979
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.59,1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,5.95,1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.19,1.27,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.14,1.3,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.47,1.33,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.09,1.34,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.51,1.38,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.27,1.42,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.46,1.44,955
Medullary reticular nucleus dorsal part,MDRNd,-7.32,6.06,1.43,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.47,1.51,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.52,1.51,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.2,1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,5.16,1.63,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.32,6.31,1.72,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.4,5.38,-1.39,955
Medullary reticular nucleus dorsal part,MDRNd,-7.4,6.77,-1.36,987
Intermediate reticular nucleus,IRN,-7.4,6.91,-1.26,979
Medulla,MY,-7.4,5.14,-1.24,936
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.59,-1.22,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.4,5.5,-1.21,955
Intermediate reticular nucleus,IRN,-7.4,6.63,-1.18,979
Medulla,MY,-7.4,5.15,-1.13,936
Medulla,MY,-7.4,5.41,-1.09,936
Medullary reticular nucleus dorsal part,MDRNd,-7.4,6.31,-1.08,987
Intermediate reticular nucleus,IRN,-7.4,6.43,-1.07,979
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.5,-0.99,987
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.8,-0.97,987
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.9,-0.99,987
Medulla,MY,-7.4,7.43,-0.96,936
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.86,-0.95,987
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.69,-0.94,987
Medullary reticular nucleus dorsal part,MDRNd,-7.4,6.07,-0.94,987
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.87,-0.91,987
Medulla,MY,-7.4,5.48,-0.89,936
Intermediate reticular nucleus,IRN,-7.4,6.18,-0.89,979
Medulla,MY,-7.4,5.43,-0.88,936
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.79,-0.87,987
Medulla,MY,-7.4,5.48,-0.85,936
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.57,-0.77,987
Medulla,MY,-7.4,5.44,-0.76,936
Medulla,MY,-7.4,5.52,-0.76,936
Intermediate reticular nucleus,IRN,-7.4,6.04,-0.74,979
Cuneate nucleus,CU,-7.4,5.36,-0.73,945
Medullary reticular nucleus dorsal part,MDRNd,-7.4,5.8,-0.7,987
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.75,-0.68,988
Nucleus of the solitary tract,NTS,-7.4,5.45,-0.65,949
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.59,-0.62,988
Nucleus of the solitary tract,NTS,-7.4,5.47,-0.6,949
Medulla,MY,-7.4,5.69,-0.59,936
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.04,-0.59,988
Nucleus of the solitary tract,NTS,-7.4,5.54,-0.58,949
Nucleus of the solitary tract,NTS,-7.4,5.42,-0.56,949
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.43,-0.5,988
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.27,-0.48,988
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.34,-0.48,988
Nucleus of the solitary tract,NTS,-7.4,5.29,-0.39,949
Medulla,MY,-7.4,6.65,-0.32,936
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.27,-0.2,988
Medulla,MY,-7.4,6.27,0,936
Medulla,MY,-7.4,6.54,0.06,936
Medulla,MY,-7.4,6.39,0.08,936
Medulla,MY,-7.4,6.18,0.13,936
Medulla,MY,-7.4,6.65,0.17,936
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.43,0.38,988
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.43,0.45,988
Intermediate reticular nucleus,IRN,-7.4,5.78,0.46,979
Intermediate reticular nucleus,IRN,-7.4,5.84,0.5,979
Medulla,MY,-7.4,5.72,0.51,936
Medullary reticular nucleus ventral part,MDRNv,-7.4,6.25,0.51,988
Nucleus of the solitary tract,NTS,-7.4,5.42,0.57,949
Nucleus of the solitary tract,NTS,-7.4,5.53,0.59,949
Intermediate reticular nucleus,IRN,-7.4,5.84,0.66,979
Intermediate reticular nucleus,IRN,-7.4,5.92,0.67,979
